guest_id,loyalty_member_flag,visit_frequency_30d,days_since_last_visit,promo_exposure_flag,promo_redeemed_flag,mobile_order_usage_rate,rewards_redemption_count,churn_risk_proxy,data_source
GST-000446,1,5,34,1,0,0.687,6,0.313,synthetic
GST-000447,0,0,20,0,0,0.24,1,0.355,synthetic
GST-000448,1,4,2,1,0,0.587,2,0.045,synthetic
GST-000449,1,5,12,0,0,0.493,1,0.095,synthetic
GST-000450,0,2,8,1,0,0.522,1,0.18,synthetic
GST-000451,0,0,28,1,0,0.6,0,0.372,synthetic
GST-000452,0,0,18,1,0,0.301,1,0.412,synthetic
GST-000453,0,1,17,1,0,0.646,0,0.175,synthetic
GST-000454,0,2,15,0,0,0.429,0,0.536,synthetic
GST-000455,0,1,31,0,0,0.132,0,0.191,synthetic
GST-000456,1,5,2,1,0,0.33,2,0.109,synthetic
GST-000457,1,8,23,1,1,0.434,3,0.074,synthetic
GST-000458,1,6,31,1,0,0.253,2,0.256,synthetic
GST-000459,0,2,13,1,0,0.0,1,0.072,synthetic
GST-000460,1,6,41,1,0,0.124,0,0.3,synthetic
GST-000461,0,4,23,0,0,0.538,0,0.375,synthetic
GST-000462,1,5,43,0,1,0.243,2,0.614,synthetic
GST-000463,1,5,21,0,1,0.37,4,0.243,synthetic
GST-000464,0,0,7,0,0,0.35,0,0.163,synthetic
GST-000465,1,5,42,0,0,0.224,2,0.0,synthetic
GST-000466,1,2,31,0,0,0.304,0,0.465,synthetic
GST-000467,1,2,28,0,0,0.618,1,0.02,synthetic
GST-000468,1,3,35,0,0,0.468,6,0.194,synthetic
GST-000469,0,5,34,0,1,0.499,0,0.691,synthetic
GST-000470,1,3,35,0,1,0.421,3,0.243,synthetic
GST-000471,1,3,22,1,1,0.407,1,0.395,synthetic
GST-000472,1,6,41,1,0,0.478,2,0.0,synthetic
GST-000473,0,0,11,0,0,0.287,0,0.515,synthetic
GST-000474,0,1,16,1,0,0.705,0,0.419,synthetic
GST-000475,1,5,44,0,0,0.407,1,0.389,synthetic
GST-000476,0,3,36,1,0,0.472,1,0.119,synthetic
GST-000477,0,1,9,0,0,0.067,0,0.145,synthetic
GST-000478,0,0,42,0,0,0.451,0,0.0,synthetic
GST-000479,1,2,17,1,0,0.781,3,0.198,synthetic
GST-000480,1,1,11,1,1,0.4,3,0.277,synthetic
GST-000481,0,2,35,0,0,0.221,0,0.28,synthetic
GST-000482,1,6,42,1,0,0.0,0,0.073,synthetic
GST-000483,1,4,10,1,0,0.416,1,0.062,synthetic
GST-000484,1,5,21,0,1,0.317,1,0.104,synthetic
GST-000485,0,3,28,0,0,0.073,0,0.195,synthetic
GST-000486,1,3,6,1,0,0.663,1,0.169,synthetic
GST-000487,1,6,11,0,0,0.511,2,0.453,synthetic
GST-000488,1,3,39,1,0,0.461,4,0.222,synthetic
GST-000489,0,1,10,0,0,0.121,1,0.588,synthetic
GST-000490,0,1,23,0,0,0.385,0,0.223,synthetic
GST-000491,0,2,27,0,0,0.371,0,0.26,synthetic
GST-000492,1,3,29,1,0,0.538,2,0.193,synthetic
GST-000493,1,5,20,1,0,0.606,1,0.113,synthetic
GST-000494,1,5,29,1,0,0.594,4,0.122,synthetic
GST-000495,1,2,19,0,1,0.735,2,0.241,synthetic
GST-000496,0,1,39,1,0,0.273,0,0.158,synthetic
GST-000497,1,4,37,0,0,0.257,2,0.0,synthetic
GST-000498,1,1,3,0,1,0.343,1,0.121,synthetic
GST-000499,0,5,16,1,0,0.439,0,0.407,synthetic
GST-000500,1,2,1,0,1,0.297,2,0.083,synthetic
GST-000501,0,1,4,1,0,0.132,0,0.358,synthetic
GST-000502,0,0,30,0,0,0.883,1,0.07,synthetic
GST-000503,1,3,44,1,0,0.617,1,0.179,synthetic
GST-000504,0,2,39,1,0,0.177,0,0.4,synthetic
GST-000505,1,3,30,0,1,0.447,0,0.29,synthetic
GST-000506,0,4,1,1,0,0.56,0,0.152,synthetic
GST-000507,0,2,5,1,1,0.499,0,0.489,synthetic
GST-000508,1,8,16,1,0,0.365,3,0.251,synthetic
GST-000509,1,3,33,1,1,0.155,3,0.208,synthetic
GST-000510,0,0,9,1,0,0.41,0,0.276,synthetic
GST-000511,1,4,26,0,0,0.487,4,0.065,synthetic
GST-000512,1,5,30,1,0,0.13,0,0.23,synthetic
GST-000513,1,5,20,1,0,0.549,1,0.0,synthetic
GST-000514,1,5,14,1,0,0.375,1,0.168,synthetic
GST-000515,1,4,37,0,1,0.383,0,0.108,synthetic
GST-000516,1,3,36,1,0,0.068,3,0.281,synthetic
GST-000517,0,0,38,1,0,0.508,0,0.654,synthetic
GST-000518,1,3,12,0,0,0.938,2,0.226,synthetic
GST-000519,0,0,12,1,1,0.706,1,0.283,synthetic
GST-000520,1,7,13,1,0,0.23,2,0.199,synthetic
GST-000521,0,1,9,0,0,0.029,0,0.052,synthetic
GST-000522,0,3,24,1,0,0.505,1,0.085,synthetic
GST-000523,0,0,38,1,0,0.319,1,0.0,synthetic
GST-000524,1,4,25,0,0,0.545,1,0.058,synthetic
GST-000525,1,7,3,1,0,0.102,2,0.0,synthetic
GST-000526,0,1,39,1,0,0.83,0,0.221,synthetic
GST-000527,0,1,1,1,1,0.681,0,0.145,synthetic
GST-000528,0,1,35,1,1,0.374,1,0.637,synthetic
GST-000529,0,1,15,0,1,0.938,0,0.062,synthetic
GST-000530,1,7,20,1,0,0.306,1,0.159,synthetic
GST-000531,1,6,30,1,1,0.27,4,0.314,synthetic
GST-000532,1,5,27,1,0,0.351,1,0.324,synthetic
GST-000533,0,0,41,0,0,0.133,0,0.278,synthetic
GST-000534,1,5,31,1,0,0.498,1,0.661,synthetic
GST-000535,1,6,19,0,0,0.543,1,0.069,synthetic
GST-000536,1,4,22,0,0,0.391,2,0.228,synthetic
GST-000537,1,4,7,1,0,0.552,4,0.156,synthetic
GST-000538,0,4,6,0,1,0.695,0,0.17,synthetic
GST-000539,0,2,2,0,0,0.332,0,0.214,synthetic
GST-000540,1,4,13,0,1,0.143,3,0.126,synthetic
GST-000541,1,8,35,1,0,1.0,2,0.258,synthetic
GST-000542,1,1,41,1,1,0.161,1,0.26,synthetic
GST-000543,0,1,20,1,0,0.38,1,0.0,synthetic
GST-000544,1,3,35,1,1,0.18,3,0.309,synthetic
GST-000545,0,2,2,0,0,0.445,0,0.06,synthetic
GST-000546,1,3,31,1,1,0.328,3,0.059,synthetic
GST-000547,0,1,39,1,0,0.387,0,0.449,synthetic
GST-000548,1,4,34,1,0,0.547,1,0.203,synthetic
GST-000549,1,2,7,0,0,0.276,4,0.083,synthetic
GST-000550,1,4,39,1,0,0.623,4,0.893,synthetic
GST-000551,0,1,40,0,0,0.319,0,0.131,synthetic
GST-000552,0,0,29,1,0,0.244,0,0.424,synthetic
GST-000553,1,5,35,0,1,0.308,4,0.241,synthetic
GST-000554,1,4,8,1,1,0.561,2,0.629,synthetic
GST-000555,1,3,21,1,0,0.452,2,0.037,synthetic
GST-000556,0,1,11,1,0,0.117,0,0.193,synthetic
GST-000557,0,0,32,1,0,0.428,0,0.225,synthetic
GST-000558,1,1,34,1,0,0.523,1,0.138,synthetic
GST-000559,0,1,1,0,0,0.215,0,0.117,synthetic
GST-000560,0,1,24,1,0,0.311,0,0.24,synthetic
GST-000561,0,0,1,1,1,0.323,0,0.311,synthetic
GST-000562,1,3,33,0,0,0.467,3,0.0,synthetic
GST-000563,1,5,28,1,0,0.384,2,0.362,synthetic
GST-000564,1,3,20,1,1,0.385,2,0.049,synthetic
GST-000565,1,2,15,0,0,0.163,0,0.024,synthetic
GST-000566,0,1,35,0,0,0.293,0,0.288,synthetic
GST-000567,1,4,12,0,0,0.591,1,0.12,synthetic
GST-000568,1,5,22,1,0,0.867,5,0.289,synthetic
GST-000569,0,1,21,0,0,0.227,0,0.166,synthetic
GST-000570,0,0,4,1,0,0.257,0,0.005,synthetic
GST-000571,0,0,7,0,0,0.196,0,0.221,synthetic
GST-000572,0,0,29,0,1,0.486,0,0.215,synthetic
GST-000573,0,1,42,1,0,0.342,0,0.188,synthetic
GST-000574,1,3,29,0,0,0.312,1,0.389,synthetic
GST-000575,0,4,39,1,0,0.315,1,0.292,synthetic
GST-000576,1,3,5,0,0,0.593,6,0.318,synthetic
GST-000577,1,1,25,1,0,0.506,2,0.204,synthetic
GST-000578,1,6,23,0,0,0.642,2,0.0,synthetic
GST-000579,1,4,31,1,0,0.407,3,0.151,synthetic
GST-000580,1,4,40,1,0,0.571,0,0.066,synthetic
GST-000581,1,1,11,1,0,0.532,2,0.01,synthetic
GST-000582,0,2,10,1,1,0.243,0,0.418,synthetic
GST-000583,1,7,41,1,1,0.413,5,0.0,synthetic
GST-000584,1,6,38,1,0,0.342,2,0.231,synthetic
GST-000585,1,3,16,1,0,0.168,1,0.053,synthetic
GST-000586,1,3,27,1,0,0.231,1,0.032,synthetic
GST-000587,0,1,15,1,0,0.929,0,0.05,synthetic
GST-000588,1,4,32,0,1,0.572,3,0.707,synthetic
GST-000589,0,1,15,1,0,0.39,1,0.39,synthetic
GST-000590,1,6,27,0,1,0.508,2,0.528,synthetic
GST-000591,0,1,3,1,0,0.59,0,0.099,synthetic
GST-000592,1,2,36,0,0,0.363,2,0.247,synthetic
GST-000593,1,8,32,1,0,0.581,1,0.0,synthetic
GST-000594,0,0,29,1,0,0.887,1,0.0,synthetic
GST-000595,0,1,32,1,0,0.374,0,0.238,synthetic
GST-000596,0,1,31,1,0,0.942,0,0.0,synthetic
GST-000597,0,0,31,0,0,0.455,0,0.195,synthetic
GST-000598,1,8,28,1,0,0.655,3,0.207,synthetic
GST-000599,1,2,20,1,0,0.398,2,0.034,synthetic
GST-000600,1,1,16,1,0,0.42,2,0.685,synthetic
GST-000601,0,0,8,1,0,0.428,0,0.627,synthetic
GST-000602,1,5,18,1,0,0.569,3,0.183,synthetic
GST-000603,0,3,38,1,0,0.848,0,0.039,synthetic
GST-000604,1,5,10,1,0,0.0,2,0.123,synthetic
GST-000605,1,4,31,0,0,0.3,6,0.19,synthetic
GST-000606,0,2,19,0,0,0.402,0,0.36,synthetic
GST-000607,1,5,8,0,0,0.018,1,0.333,synthetic
GST-000608,1,7,7,0,0,0.352,1,0.129,synthetic
GST-000609,1,2,11,1,1,0.388,2,0.362,synthetic
GST-000610,1,5,35,1,0,0.313,0,0.234,synthetic
GST-000611,1,3,8,1,0,0.321,1,0.0,synthetic
GST-000612,1,4,41,1,0,0.308,1,0.17,synthetic
GST-000613,1,7,2,1,1,0.539,5,0.19,synthetic
GST-000614,1,6,43,1,0,0.435,1,0.04,synthetic
GST-000615,1,2,16,0,0,0.646,4,0.0,synthetic
GST-000616,0,3,1,1,0,0.581,0,0.42,synthetic
GST-000617,0,2,39,0,1,0.231,2,0.39,synthetic
GST-000618,1,1,35,0,1,0.32,1,0.273,synthetic
GST-000619,0,0,36,1,0,0.357,0,0.249,synthetic
GST-000620,1,2,37,0,0,0.566,2,0.12,synthetic
GST-000621,1,6,44,0,1,0.847,4,0.063,synthetic
GST-000622,0,1,28,0,0,0.824,0,0.074,synthetic
GST-000623,1,5,38,1,0,0.471,3,0.159,synthetic
GST-000624,1,2,38,1,0,0.526,2,0.11,synthetic
GST-000625,1,4,22,1,0,0.231,1,0.553,synthetic
GST-000626,0,4,34,1,0,0.467,0,0.085,synthetic
GST-000627,0,0,39,1,0,0.297,1,0.025,synthetic
GST-000628,1,10,28,0,1,0.756,2,0.208,synthetic
GST-000629,1,2,27,0,1,0.456,1,0.117,synthetic
GST-000630,1,4,30,1,0,0.276,5,0.283,synthetic
GST-000631,1,3,36,0,0,0.257,5,0.128,synthetic
GST-000632,1,5,15,0,0,0.0,0,0.153,synthetic
GST-000633,0,0,24,1,0,0.589,1,0.117,synthetic
GST-000634,1,3,13,1,0,0.168,3,0.438,synthetic
GST-000635,1,5,1,0,1,0.304,3,0.52,synthetic
GST-000636,0,0,26,0,0,0.888,1,0.205,synthetic
GST-000637,1,2,26,1,1,0.586,0,0.263,synthetic
GST-000638,1,9,2,1,0,0.46,3,0.32,synthetic
GST-000639,1,2,14,1,0,0.808,1,0.145,synthetic
GST-000640,1,1,12,0,1,0.595,3,0.066,synthetic
GST-000641,1,4,36,0,1,0.228,2,0.099,synthetic
GST-000642,1,2,29,0,0,0.458,2,0.61,synthetic
GST-000643,0,3,16,0,0,0.521,1,0.435,synthetic
GST-000644,0,2,33,1,0,0.402,0,0.579,synthetic
GST-000645,1,6,26,1,0,0.533,0,0.0,synthetic
GST-000646,0,1,25,0,0,1.0,0,0.072,synthetic
GST-000647,1,1,17,1,0,0.403,1,0.153,synthetic
GST-000648,0,0,35,1,0,0.196,0,0.18,synthetic
GST-000649,0,3,20,0,0,0.366,0,0.5,synthetic
GST-000650,1,2,37,1,0,0.412,1,0.156,synthetic
GST-000651,1,3,25,0,0,0.607,1,0.041,synthetic
GST-000652,0,0,25,0,0,0.024,0,0.149,synthetic
GST-000653,1,2,44,1,1,0.443,1,0.744,synthetic
GST-000654,1,6,38,1,1,0.746,1,0.338,synthetic
GST-000655,1,1,37,1,0,0.519,3,0.163,synthetic
GST-000656,0,0,19,1,0,0.872,0,0.037,synthetic
GST-000657,0,1,13,1,1,0.493,0,0.162,synthetic
GST-000658,0,0,22,0,0,0.433,0,0.254,synthetic
GST-000659,1,3,7,0,1,0.552,1,0.0,synthetic
GST-000660,1,4,19,0,0,0.452,1,0.062,synthetic
GST-000661,1,5,42,0,1,0.866,2,0.199,synthetic
GST-000662,0,0,10,0,0,0.449,0,0.0,synthetic
GST-000663,1,3,37,0,1,0.439,1,0.0,synthetic
GST-000664,1,3,3,1,1,0.41,4,0.0,synthetic
GST-000665,0,4,17,1,1,0.237,0,0.412,synthetic
GST-000666,0,3,30,1,0,0.628,0,0.203,synthetic
GST-000667,1,1,11,1,0,0.154,0,0.382,synthetic
GST-000668,1,3,23,0,0,0.287,0,0.453,synthetic
GST-000669,1,4,5,0,0,0.603,1,0.032,synthetic
GST-000670,0,2,3,0,1,0.061,0,0.241,synthetic
GST-000671,1,9,19,1,0,0.257,2,0.02,synthetic
GST-000672,0,1,41,1,0,0.33,0,0.004,synthetic
GST-000673,1,5,36,1,0,0.267,2,0.349,synthetic
GST-000674,0,1,2,1,0,0.198,0,0.209,synthetic
GST-000675,1,4,19,1,1,0.533,3,0.649,synthetic
GST-000676,1,1,14,1,1,0.448,1,0.084,synthetic
GST-000677,1,3,3,0,0,0.622,3,0.109,synthetic
GST-000678,1,2,29,0,0,0.066,2,0.143,synthetic
GST-000679,1,5,31,1,0,0.509,4,0.224,synthetic
GST-000680,1,8,21,1,1,0.437,3,0.135,synthetic
GST-000681,1,5,38,1,0,0.401,3,0.083,synthetic
GST-000682,0,2,31,1,0,0.255,0,0.229,synthetic
GST-000683,1,4,4,0,0,0.379,0,0.0,synthetic
GST-000684,1,6,22,0,0,0.392,2,0.293,synthetic
GST-000685,0,1,39,0,0,0.555,0,0.188,synthetic
GST-000686,0,2,19,1,0,0.257,0,0.243,synthetic
GST-000687,1,2,9,0,1,0.245,1,0.139,synthetic
GST-000688,1,3,7,1,0,0.271,2,0.185,synthetic
GST-000689,1,2,12,0,1,0.643,0,0.207,synthetic
GST-000690,0,2,3,0,0,0.347,0,0.159,synthetic
GST-000691,0,0,18,0,0,0.365,0,0.75,synthetic
GST-000692,1,3,13,1,0,0.437,2,0.024,synthetic
GST-000693,1,2,34,1,0,0.538,1,0.102,synthetic
GST-000694,0,3,9,0,0,0.499,0,0.162,synthetic
GST-000695,1,5,11,1,0,0.505,1,0.023,synthetic
GST-000696,1,5,39,0,0,0.428,2,0.0,synthetic
GST-000697,0,1,25,1,0,0.193,0,0.097,synthetic
GST-000698,0,2,31,1,0,0.828,1,0.198,synthetic
GST-000699,1,2,18,0,0,0.357,2,0.251,synthetic
GST-000700,1,0,26,0,0,0.475,1,0.032,synthetic
GST-000701,0,0,19,1,0,0.224,0,0.177,synthetic
GST-000702,0,1,27,0,0,0.588,0,0.0,synthetic
GST-000703,1,7,29,1,0,0.241,3,0.134,synthetic
GST-000704,1,2,29,1,0,0.46,1,0.087,synthetic
GST-000705,0,0,41,1,0,0.343,0,0.053,synthetic
GST-000706,0,1,16,1,0,0.274,0,0.138,synthetic
GST-000707,1,3,6,0,0,0.915,3,0.165,synthetic
GST-000708,1,4,44,1,1,0.425,2,0.18,synthetic
GST-000709,0,0,3,1,0,1.0,0,0.063,synthetic
GST-000710,1,4,5,1,0,0.455,2,0.219,synthetic
GST-000711,1,6,2,0,0,0.747,0,0.089,synthetic
GST-000712,1,2,28,0,0,0.911,3,0.346,synthetic
GST-000713,0,4,27,1,0,0.658,0,0.0,synthetic
GST-000714,1,0,12,1,0,0.258,3,0.212,synthetic
GST-000715,0,1,21,0,0,0.061,0,0.301,synthetic
GST-000716,1,5,10,1,0,0.603,2,0.077,synthetic
GST-000717,1,1,32,0,1,0.87,1,0.139,synthetic
GST-000718,1,2,42,0,0,0.409,1,0.034,synthetic
GST-000719,1,4,37,0,0,0.998,2,0.0,synthetic
GST-000720,1,4,43,0,1,0.484,2,0.294,synthetic
GST-000721,1,2,42,1,1,0.942,2,0.049,synthetic
GST-000722,0,1,5,0,0,0.549,0,0.137,synthetic
GST-000723,0,1,36,0,0,0.295,1,0.233,synthetic
GST-000724,1,6,4,0,1,0.552,3,0.246,synthetic
GST-000725,0,5,4,1,1,0.598,2,0.51,synthetic
GST-000726,1,7,30,1,0,0.443,2,0.625,synthetic
GST-000727,1,3,38,1,0,0.521,0,0.093,synthetic
GST-000728,1,4,19,1,1,0.465,2,0.21,synthetic
GST-000729,1,1,15,1,1,0.587,1,0.056,synthetic
GST-000730,0,1,21,1,0,0.423,0,0.119,synthetic
GST-000731,1,4,3,0,0,0.364,3,0.056,synthetic
GST-000732,1,5,20,1,0,0.933,2,0.138,synthetic
GST-000733,1,3,33,0,1,0.256,3,0.455,synthetic
GST-000734,0,3,34,1,0,0.371,0,0.327,synthetic
GST-000735,0,0,13,1,0,0.297,0,0.207,synthetic
GST-000736,0,1,20,1,0,0.409,1,0.017,synthetic
GST-000737,0,0,18,1,0,0.285,0,0.543,synthetic
GST-000738,0,0,43,1,0,0.503,0,0.236,synthetic
GST-000739,0,0,28,0,0,0.803,0,0.291,synthetic
GST-000740,1,4,4,1,0,0.477,1,0.0,synthetic
GST-000741,1,4,8,0,0,0.388,1,0.109,synthetic
GST-000742,0,0,1,1,0,0.613,1,0.554,synthetic
GST-000743,1,4,36,1,0,0.221,2,0.247,synthetic
GST-000744,0,0,10,0,0,0.561,0,0.557,synthetic
GST-000745,0,0,41,1,0,0.385,2,0.725,synthetic
GST-000746,1,3,41,0,1,0.71,2,0.107,synthetic
GST-000747,1,4,40,1,0,0.751,2,0.077,synthetic
GST-000748,1,4,20,1,0,0.419,2,0.283,synthetic
GST-000749,0,0,38,1,0,0.265,1,0.614,synthetic
GST-000750,0,0,2,0,0,0.37,0,0.528,synthetic
GST-000751,0,0,5,0,0,0.439,0,0.118,synthetic
GST-000752,1,6,44,1,0,0.403,3,0.656,synthetic
GST-000753,0,1,3,0,0,0.534,1,0.32,synthetic
GST-000754,0,1,32,1,0,0.193,0,0.283,synthetic
GST-000755,1,5,10,1,0,0.389,5,0.007,synthetic
GST-000756,1,4,34,0,0,0.731,3,0.272,synthetic
GST-000757,0,2,19,0,0,0.351,0,0.507,synthetic
GST-000758,0,3,3,1,1,0.205,0,0.215,synthetic
GST-000759,1,4,26,0,0,0.373,5,0.293,synthetic
GST-000760,0,0,2,0,0,0.472,0,0.187,synthetic
GST-000761,1,3,23,1,0,0.426,2,0.026,synthetic
GST-000762,1,2,41,0,0,0.147,2,0.091,synthetic
GST-000763,0,1,29,1,0,0.284,0,0.166,synthetic
GST-000764,0,0,18,0,0,0.617,1,0.508,synthetic
GST-000765,1,3,34,0,0,0.42,3,0.17,synthetic
GST-000766,0,4,35,0,0,0.408,0,0.404,synthetic
GST-000767,0,1,43,1,0,0.373,2,0.0,synthetic
GST-000768,0,0,12,1,0,0.271,0,0.146,synthetic
GST-000769,1,7,19,1,1,0.487,1,0.0,synthetic
GST-000770,0,1,24,1,0,0.365,0,0.192,synthetic
GST-000771,1,3,3,1,1,0.26,1,0.0,synthetic
GST-000772,0,0,1,1,1,0.384,0,0.219,synthetic
GST-000773,1,2,23,1,0,0.448,1,0.441,synthetic
GST-000774,1,4,24,0,1,0.319,1,0.046,synthetic
GST-000775,1,8,3,1,0,0.747,0,0.108,synthetic
GST-000776,1,3,8,0,1,0.807,3,0.093,synthetic
GST-000777,0,1,34,1,0,0.263,0,0.326,synthetic
GST-000778,0,2,34,0,0,0.378,0,0.158,synthetic
GST-000779,1,6,27,1,0,0.695,2,0.0,synthetic
GST-000780,1,4,25,0,0,0.098,3,0.376,synthetic
GST-000781,1,5,23,1,1,0.358,4,0.232,synthetic
GST-000782,1,3,21,0,0,0.955,1,0.069,synthetic
GST-000783,1,3,38,1,1,0.4,5,0.434,synthetic
GST-000784,1,7,12,1,1,0.329,0,0.01,synthetic
GST-000785,1,5,24,1,0,0.912,0,0.094,synthetic
GST-000786,1,5,13,1,0,0.495,0,0.056,synthetic
GST-000787,1,1,32,0,1,0.402,2,0.06,synthetic
GST-000788,1,5,41,0,1,0.484,3,0.0,synthetic
GST-000789,0,1,40,1,1,0.238,0,0.785,synthetic
GST-000790,1,4,31,0,1,0.841,2,0.281,synthetic
GST-000791,1,8,12,1,0,0.424,1,0.0,synthetic
GST-000792,0,0,36,1,0,0.129,0,0.331,synthetic
GST-000793,1,3,1,1,1,0.257,1,0.054,synthetic
GST-000794,0,1,6,0,0,0.191,0,0.176,synthetic
GST-000795,0,6,15,0,0,0.394,0,0.276,synthetic
GST-000796,1,6,40,0,0,0.207,2,0.619,synthetic
GST-000797,0,1,26,1,1,0.662,0,0.674,synthetic
GST-000798,0,1,44,0,0,0.298,0,0.13,synthetic
GST-000799,0,1,34,1,0,0.555,1,0.095,synthetic
GST-000800,1,8,29,0,0,0.399,1,0.172,synthetic
GST-000801,0,1,34,1,0,0.497,1,0.273,synthetic
GST-000802,0,1,9,0,0,0.412,0,0.0,synthetic
GST-000803,1,3,26,0,1,0.147,2,0.283,synthetic
GST-000804,1,3,22,1,0,0.626,0,0.0,synthetic
GST-000805,1,4,6,1,0,0.486,7,0.514,synthetic
GST-000806,1,4,41,1,0,0.9,2,0.098,synthetic
GST-000807,0,1,20,1,0,0.2,0,0.105,synthetic
GST-000808,0,1,23,1,0,0.188,0,0.0,synthetic
GST-000809,0,1,11,1,1,0.275,0,0.085,synthetic
GST-000810,1,6,6,1,1,0.588,2,0.016,synthetic
GST-000811,1,1,17,0,1,0.758,1,0.056,synthetic
GST-000812,0,3,24,1,0,0.277,0,0.305,synthetic
GST-000813,1,3,17,0,1,0.395,3,0.256,synthetic
GST-000814,0,2,8,0,0,0.12,0,0.243,synthetic
GST-000815,1,3,22,1,1,0.949,1,0.108,synthetic
GST-000816,1,1,20,0,0,0.623,3,0.345,synthetic
GST-000817,0,1,20,1,0,0.184,0,0.174,synthetic
GST-000818,0,1,3,0,0,0.447,0,0.107,synthetic
GST-000819,1,5,34,0,0,0.273,4,0.65,synthetic
GST-000820,1,3,12,1,1,0.382,0,0.119,synthetic
GST-000821,0,1,30,1,0,0.199,0,0.486,synthetic
GST-000822,1,5,41,1,0,0.431,2,0.074,synthetic
GST-000823,1,1,30,1,0,0.485,3,0.0,synthetic
GST-000824,0,1,8,1,1,0.178,0,0.747,synthetic
GST-000825,0,0,9,1,0,0.0,1,0.51,synthetic
GST-000826,0,0,10,0,0,0.345,0,0.166,synthetic
GST-000827,1,4,6,1,0,0.0,3,0.178,synthetic
GST-000828,1,6,6,1,1,0.297,3,0.116,synthetic
GST-000829,1,4,10,0,0,0.316,1,0.189,synthetic
GST-000830,1,5,14,0,1,0.382,0,0.093,synthetic
GST-000831,1,6,14,1,0,0.517,4,0.141,synthetic
GST-000832,1,2,13,1,1,0.551,2,0.16,synthetic
GST-000833,1,4,19,1,1,0.499,2,0.221,synthetic
GST-000834,0,3,23,1,0,0.296,0,0.162,synthetic
GST-000835,1,5,17,1,1,0.549,1,0.204,synthetic
GST-000836,1,8,7,1,0,0.789,2,0.162,synthetic
GST-000837,0,2,17,0,0,0.398,0,0.293,synthetic
GST-000838,1,3,37,1,0,0.104,4,0.18,synthetic
GST-000839,1,2,17,0,0,0.411,3,0.017,synthetic
GST-000840,0,1,14,1,0,0.516,0,0.14,synthetic
GST-000841,0,2,33,1,0,0.353,0,0.236,synthetic
GST-000842,0,0,34,1,0,0.592,0,0.463,synthetic
GST-000843,1,3,38,0,1,0.638,1,0.0,synthetic
GST-000844,0,1,21,1,0,0.474,0,0.226,synthetic
GST-000845,0,1,35,1,0,0.658,0,0.546,synthetic
GST-000846,1,4,19,0,0,0.707,1,0.009,synthetic
GST-000847,0,2,8,1,1,0.434,1,0.095,synthetic
GST-000848,1,5,2,0,1,0.078,3,0.087,synthetic
GST-000849,0,1,14,0,0,0.495,0,0.358,synthetic
GST-000850,1,4,35,0,0,0.19,1,0.039,synthetic
GST-000851,0,2,32,1,1,0.456,0,0.361,synthetic
GST-000852,0,2,8,1,0,0.295,0,0.398,synthetic
GST-000853,1,2,16,1,1,0.316,4,0.332,synthetic
GST-000854,1,4,16,0,1,0.399,4,0.021,synthetic
GST-000855,1,6,31,1,0,0.299,1,0.627,synthetic
GST-000856,0,1,6,1,0,0.496,0,0.18,synthetic
GST-000857,1,1,8,0,1,0.545,2,0.342,synthetic
GST-000858,1,6,9,0,1,0.523,3,0.0,synthetic
GST-000859,1,6,43,1,1,0.407,1,0.074,synthetic
GST-000860,1,7,6,0,0,0.221,2,0.194,synthetic
GST-000861,1,3,26,0,1,0.252,2,0.146,synthetic
GST-000862,1,5,26,0,0,0.809,0,0.133,synthetic
GST-000863,0,1,44,0,0,0.669,0,0.123,synthetic
GST-000864,0,2,29,1,0,0.552,0,0.0,synthetic
GST-000865,1,2,14,1,0,0.39,1,0.249,synthetic
GST-000866,0,0,1,1,0,0.479,0,0.258,synthetic
GST-000867,1,4,27,0,0,0.998,2,0.225,synthetic
GST-000868,0,3,9,1,0,0.213,0,0.185,synthetic
GST-000869,1,2,27,1,0,1.0,3,0.212,synthetic
GST-000870,1,3,20,0,0,0.398,1,0.094,synthetic
GST-000871,0,1,20,0,0,0.937,0,0.078,synthetic
GST-000872,1,4,27,0,0,0.44,1,0.0,synthetic
GST-000873,0,1,36,1,0,0.424,0,0.282,synthetic
GST-000874,0,1,15,0,0,0.416,0,0.348,synthetic
GST-000875,0,0,2,0,0,0.06,0,0.353,synthetic
GST-000876,1,1,33,1,0,0.338,2,0.351,synthetic
GST-000877,1,2,42,1,0,0.434,1,0.009,synthetic
GST-000878,1,1,6,1,0,0.827,0,0.053,synthetic
GST-000879,1,2,27,1,1,1.0,0,0.119,synthetic
GST-000880,1,2,38,0,0,0.383,1,0.443,synthetic
GST-000881,1,4,37,0,0,0.577,1,0.23,synthetic
GST-000882,0,1,30,1,1,0.65,0,0.545,synthetic
GST-000883,0,3,32,1,0,0.162,1,0.265,synthetic
GST-000884,1,1,5,0,1,0.474,0,0.085,synthetic
GST-000885,1,7,33,1,1,0.794,2,0.231,synthetic
GST-000886,1,6,10,0,0,0.261,0,0.368,synthetic
GST-000887,0,1,31,0,0,0.42,0,0.57,synthetic
GST-000888,1,4,44,1,0,0.246,4,0.107,synthetic
GST-000889,1,6,44,1,1,1.0,1,0.0,synthetic
GST-000890,1,1,39,0,1,0.974,1,0.134,synthetic
GST-000891,1,4,13,1,0,0.324,1,0.597,synthetic
GST-000892,1,6,27,1,0,0.418,2,0.144,synthetic
GST-000893,1,5,25,1,0,0.422,2,0.0,synthetic
